Point in Time[s],State of Active Resource[]
0.0,0
1913.628824015,1
1913.628890242,0
1914.628824015,1
1914.628890242,0
1915.628824015,1
1915.628890242,0
1916.628824015,1
1916.628890242,0
1917.628824015,1
1917.628890242,0
1918.628824015,1
1918.628890242,0
1919.628824015,1
1919.628890242,0
1920.628824015,1
1920.628890242,0
1921.628824015,1
1921.628890242,0
1922.628824015,1
1922.628890242,0
1923.628824015,1
1923.628890242,0
1924.628824015,1
1924.628890242,0
1925.628824015,1
1925.628890242,0
1926.628824015,1
1926.628890242,0
1927.628824015,1
1927.628890242,0
1928.628824015,1
1928.628890242,0
1929.628824015,1
1929.628890242,0
1930.628824015,1
1930.628890242,0
1931.628824015,1
1931.628890242,0
1932.628824015,1
1932.628890242,0
1933.628824015,1
1933.628890242,0
1934.628824015,1
1934.628890242,0
1935.628824015,1
1935.628890242,0
1936.628824015,1
1936.628890242,0
1937.628824015,1
1937.628890242,0
1938.628824015,1
1938.628890242,0
1939.628824015,1
1939.628890242,0
1940.628824015,1
1940.628890242,0
1941.628824015,1
1941.628890242,0
1942.628824015,1
1942.628890242,0
1943.628824015,1
1943.628890242,0
1944.628824015,1
1944.628890242,0
1945.628824015,1
1945.628890242,0
1946.628824015,1
1946.628890242,0
1947.628824015,1
1947.628890242,0
1948.628824015,1
1948.628890242,0
1949.628824015,1
1949.628890242,0
1950.628824015,1
1950.628890242,0
1951.628824015,1
1951.628890242,0
1952.628824015,1
1952.628890242,0
1953.628824015,1
1953.628890242,0
1954.628824015,1
1954.628890242,0
1955.628824015,1
1955.628890242,0
1956.628824015,1
1956.628890242,0
1957.628824015,1
1957.628890242,0
1958.628824015,1
1958.628890242,0
1959.628824015,1
1959.628890242,0
1960.628824015,1
1960.628890242,0
1961.628824015,1
1961.628890242,0
1962.628824015,1
1962.628890242,0
1963.628824015,1
1963.628890242,0
1964.628824015,1
1964.628890242,0
1965.628824015,1
1965.628890242,0
1966.628824015,1
1966.628890242,0
1967.628824015,1
1967.628890242,0
1968.628824015,1
1968.628890242,0
1969.628824015,1
1969.628890242,0
1970.628824015,1
1970.628890242,0
1971.628824015,1
1971.628890242,0
1972.628824015,1
1972.628890242,0
1973.628824015,1
1973.628890242,0
1974.628824015,1
1974.628890242,0
1975.628824015,1
1975.628890242,0
1976.628824015,1
1976.628890242,0
1977.628824015,1
1977.628890242,0
1978.628824015,1
1978.628890242,0
1979.628824015,1
1979.628890242,0
1980.628824015,1
1980.628890242,0
1981.628824015,1
1981.628890242,0
1982.628824015,1
1982.628890242,0
1983.628824015,1
1983.628890242,0
1984.628824015,1
1984.628890242,0
1985.628824015,1
1985.628890242,0
1986.628824015,1
1986.628890242,0
1987.628824015,1
1987.628890242,0
1988.628824015,1
1988.628890242,0
1989.628824015,1
1989.628890242,0
1990.628824015,1
1990.628890242,0
1991.628824015,1
1991.628890242,0
1992.628824015,1
1992.628890242,0
1993.628824015,1
1993.628890242,0
1994.628824015,1
1994.628890242,0
1995.628824015,1
1995.628890242,0
1996.628824015,1
1996.628890242,0
1997.628824015,1
1997.628890242,0
1998.628824015,1
1998.628890242,0
1999.628824015,1
1999.628890242,0
2000.628824015,1
2000.628890242,0
2001.628824015,1
2001.628890242,0
