Point in Time[s],State of Active Resource[]
3752.34,1
3752.340000001,0
3753.34,1
3753.340000001,0
3754.34,1
3754.340000001,0
3755.34,1
3755.340000001,0
3756.34,1
3756.340000001,0
3757.34,1
3757.340000001,0
3758.34,1
3758.340000001,0
3759.34,1
3759.340000001,0
3760.34,1
3760.340000001,0
3761.34,1
3761.340000001,0
3762.34,1
3762.340000001,0
3763.34,1
3763.340000001,0
3764.34,1
3764.340000001,0
3765.34,1
3765.340000001,0
3766.34,1
3766.340000001,0
3767.34,1
3767.340000001,0
3768.34,1
3768.340000001,0
3769.34,1
3769.340000001,0
3770.34,1
3770.340000001,0
3771.34,1
3771.340000001,0
3772.34,1
3772.340000001,0
3773.34,1
3773.340000001,0
3774.34,1
3774.340000001,0
3775.34,1
3775.340000001,0
3776.34,1
3776.340000001,0
3777.34,1
3777.340000001,0
3778.34,1
3778.340000001,0
3779.34,1
3779.340000001,0
3780.34,1
3780.340000001,0
3781.34,1
3781.340000001,0
3782.34,1
3782.340000001,0
3783.34,1
3783.340000001,0
3784.34,1
3784.340000001,0
3785.34,1
3785.340000001,0
3786.34,1
3786.340000001,0
3787.34,1
3787.340000001,0
3788.34,1
3788.340000001,0
3789.34,1
3789.340000001,0
3790.34,1
3790.340000001,0
3791.34,1
3791.340000001,0
3792.34,1
3792.340000001,0
3793.34,1
3793.340000001,0
3794.34,1
3794.340000001,0
3795.34,1
3795.340000001,0
3796.34,1
3796.340000001,0
3797.34,1
3797.340000001,0
3798.34,1
3798.340000001,0
3799.34,1
3799.340000001,0
3800.34,1
3800.340000001,0
3801.34,1
3801.340000001,0
3802.34,1
3802.340000001,0
3803.34,1
3803.340000001,0
3804.34,1
3804.340000001,0
3805.34,1
3805.340000001,0
3806.34,1
3806.340000001,0
3807.34,1
3807.340000001,0
3808.34,1
3808.340000001,0
3809.34,1
3809.340000001,0
3810.34,1
3810.340000001,0
3811.34,1
3811.340000001,0
3812.34,1
3812.340000001,0
3813.34,1
3813.340000001,0
3814.34,1
3814.340000001,0
3815.34,1
3815.340000001,0
3816.34,1
3816.340000001,0
3817.34,1
3817.340000001,0
3818.34,1
3818.340000001,0
3819.34,1
3819.340000001,0
3820.34,1
3820.340000001,0
3821.34,1
3821.340000001,0
3822.34,1
3822.340000001,0
3823.34,1
3823.340000001,0
3824.34,1
3824.340000001,0
3825.34,1
3825.340000001,0
3826.34,1
3826.340000001,0
3827.34,1
3827.340000001,0
3828.34,1
3828.340000001,0
3829.34,1
3829.340000001,0
3830.34,1
3830.340000001,0
3831.34,1
3831.340000001,0
3832.34,1
3832.340000001,0
3833.34,1
3833.340000001,0
3834.34,1
3834.340000001,0
3835.34,1
3835.340000001,0
3836.34,1
3836.340000001,0
3837.34,1
3837.340000001,0
3838.34,1
3838.340000001,0
3839.34,1
3839.340000001,0
3840.34,1
3840.340000001,0
3841.34,1
3841.340000001,0
3842.34,1
3842.340000001,0
3843.34,1
3843.340000001,0
3844.34,1
3844.340000001,0
3845.34,1
3845.340000001,0
3846.34,1
3846.340000001,0
3847.34,1
3847.340000001,0
3848.34,1
3848.340000001,0
3849.34,1
3849.340000001,0
3850.34,1
3850.340000001,0
3851.34,1
3851.340000001,0
3852.34,1
3852.340000001,0
3853.34,1
3853.340000001,0
3854.34,1
3854.340000001,0
3855.34,1
3855.340000001,0
3856.34,1
3856.340000001,0
3857.34,1
3857.340000001,0
3858.34,1
3858.340000001,0
3859.34,1
3859.340000001,0
3860.34,1
3860.340000001,0
3861.34,1
3861.340000001,0
3862.34,1
3862.340000001,0
3863.34,1
3863.340000001,0
3864.34,1
3864.340000001,0
3865.34,1
3865.340000001,0
3866.34,1
3866.340000001,0
3867.34,1
3867.340000001,0
3868.34,1
3868.340000001,0
3869.34,1
3869.340000001,0
3870.34,1
3870.340000001,0
3871.34,1
3871.340000001,0
3872.34,1
3872.340000001,0
3873.34,1
3873.340000001,0
3874.34,1
3874.340000001,0
3875.34,1
3875.340000001,0
3876.34,1
3876.340000001,0
3877.34,1
3877.340000001,0
3878.34,1
3878.340000001,0
3879.34,1
3879.340000001,0
3880.34,1
3880.340000001,0
3881.34,1
3881.340000001,0
3882.34,1
3882.340000001,0
3883.34,1
3883.340000001,0
3884.34,1
3884.340000001,0
3885.34,1
3885.340000001,0
3886.34,1
3886.340000001,0
