Point in Time[s],State of Active Resource[]
0.0,0
41.801,1
41.804589557,0
42.801,1
42.804589557,0
43.801,1
43.804589557,0
44.801,1
44.804589557,0
45.801,1
45.804589557,0
46.801,1
46.804589557,0
47.801,1
47.804589557,0
48.801,1
48.804589557,0
49.801,1
49.804589557,0
50.801,1
50.804589557,0
51.801,1
51.804589557,0
52.801,1
52.804589557,0
53.801,1
53.804589557,0
54.801,1
54.804589557,0
55.801,1
55.804589557,0
56.801,1
56.804589557,0
57.801,1
57.804589557,0
58.801,1
58.804589557,0
59.801,1
59.804589557,0
60.801,1
60.804589557,0
61.801,1
61.804589557,0
62.801,1
62.804589557,0
63.801,1
63.804589557,0
64.801,1
64.804589557,0
65.801,1
65.804589557,0
66.801,1
66.804589557,0
67.801,1
67.804589557,0
68.801,1
68.804589557,0
69.801,1
69.804589557,0
70.801,1
70.804589557,0
71.801,1
71.804589557,0
72.801,1
72.804589557,0
73.801,1
73.804589557,0
74.801,1
74.804589557,0
75.801,1
75.804589557,0
76.801,1
76.804589557,0
77.801,1
77.804589557,0
78.801,1
78.804589557,0
79.801,1
79.804589557,0
80.801,1
80.804589557,0
81.801,1
81.804589557,0
82.801,1
82.804589557,0
83.801,1
83.804589557,0
84.801,1
84.804589557,0
85.801,1
85.804589557,0
86.801,1
86.804589557,0
87.801,1
87.804589557,0
88.801,1
88.804589557,0
89.801,1
89.804589557,0
90.801,1
90.804589557,0
91.801,1
91.804589557,0
92.801,1
92.804589557,0
93.801,1
93.804589557,0
94.801,1
94.804589557,0
95.801,1
95.804589557,0
96.801,1
96.804589557,0
97.801,1
97.804589557,0
98.801,1
98.804589557,0
99.801,1
99.804589557,0
100.801,1
100.804589557,0
101.801,1
101.804589557,0
102.801,1
102.804589557,0
103.801,1
103.804589557,0
104.801,1
104.804589557,0
105.801,1
105.804589557,0
106.801,1
106.804589557,0
107.801,1
107.804589557,0
108.801,1
108.804589557,0
109.801,1
109.804589557,0
110.801,1
110.804589557,0
111.801,1
111.804589557,0
112.801,1
112.804589557,0
113.801,1
113.804589557,0
114.801,1
114.804589557,0
115.801,1
115.804589557,0
116.801,1
116.804589557,0
117.801,1
117.804589557,0
118.801,1
118.804589557,0
119.801,1
119.804589557,0
120.801,1
120.804589557,0
121.801,1
121.804589557,0
122.801,1
122.804589557,0
123.801,1
123.804589557,0
124.801,1
124.804589557,0
125.801,1
125.804589557,0
126.801,1
126.804589557,0
127.801,1
127.804589557,0
128.801,1
128.804589557,0
129.801,1
129.804589557,0
130.801,1
130.804589557,0
131.801,1
131.804589557,0
132.801,1
132.804589557,0
133.801,1
133.804589557,0
134.801,1
134.804589557,0
135.801,1
135.804589557,0
136.801,1
136.804589557,0
137.801,1
137.804589557,0
138.801,1
138.804589557,0
139.801,1
139.804589557,0
140.801,1
140.804589557,0
141.801,1
141.804589557,0
142.801,1
142.804589557,0
143.801,1
143.804589557,0
144.801,1
144.804589557,0
145.801,1
145.804589557,0
146.801,1
146.804589557,0
147.801,1
147.804589557,0
148.801,1
148.804589557,0
149.801,1
149.804589557,0
150.801,1
150.804589557,0
151.801,1
151.804589557,0
152.801,1
152.804589557,0
153.801,1
153.804589557,0
154.801,1
154.804589557,0
155.801,1
155.804589557,0
156.801,1
156.804589557,0
157.801,1
157.804589557,0
158.801,1
158.804589557,0
159.801,1
159.804589557,0
160.801,1
160.804589557,0
161.801,1
161.804589557,0
162.801,1
162.804589557,0
163.801,1
163.804589557,0
164.801,1
164.804589557,0
165.801,1
165.804589557,0
166.801,1
166.804589557,0
167.801,1
167.804589557,0
168.801,1
168.804589557,0
169.801,1
169.804589557,0
170.801,1
