Point in Time[s],Energy Consumption[kWh]
9.999999999999998,1.948888888888888E-4
19.999999999999996,5.197037037037033E-4
29.999999999999993,5.846666666666662E-4
39.99999999999999,9.094814814814807E-4
49.99999999999999,9.744444444444436E-4
59.99999999999999,0.0012992592592592582
69.99999999999999,0.0013642222222222209
79.99999999999999,0.0016890370370370356
89.99999999999999,0.0017539999999999982
99.99999999999999,0.002078814814814813
109.99999999999999,0.0021437777777777757
119.99999999999999,0.00246859259259259
129.99999999999997,0.002533555555555553
139.99999999999997,0.002858370370370367
149.99999999999997,0.00292333333333333
159.99999999999997,0.003248148148148145
169.99999999999997,0.0033131111111111074
179.99999999999997,0.003637925925925922
189.99999999999997,0.003702888888888885
199.99999999999997,0.004027703703703698
209.99999999999997,0.004092666666666661
219.99999999999997,0.004417481481481475
229.99999999999997,0.004482444444444438
239.99999999999997,0.0048072592592592524
249.99999999999997,0.004872222222222215
259.99999999999994,0.0051970370370370295
269.99999999999994,0.005261999999999992
279.99999999999994,0.005586814814814807
289.99999999999994,0.0056517777777777695
299.99999999999994,0.005976592592592584
309.99999999999994,0.006041555555555546
319.99999999999994,0.00636637037037036
329.99999999999994,0.006431333333333323
339.99999999999994,0.006756148148148137
349.99999999999994,0.006821111111111099
359.99999999999994,0.007145925925925913
369.99999999999994,0.007210888888888876
379.99999999999994,0.00753570370370369
389.99999999999994,0.007600666666666653
399.99999999999994,0.007925481481481467
409.99999999999994,0.00799044444444443
419.99999999999994,0.008315259259259244
429.99999999999994,0.008380222222222206
439.99999999999994,0.00870503703703702
449.99999999999994,0.008769999999999983
459.99999999999994,0.009094814814814795
469.99999999999994,0.009159777777777758
479.99999999999994,0.009484592592592572
489.99999999999994,0.009549555555555533
499.99999999999994,0.009874370370370348
509.99999999999994,0.00993933333333331
519.9999999999999,0.010264148148148123
529.9999999999999,0.010329111111111086
539.9999999999999,0.0106539259259259
549.9999999999999,0.010718888888888861
559.9999999999999,0.011043703703703675
569.9999999999999,0.011108666666666638
579.9999999999999,0.01143348148148145
589.9999999999999,0.011498444444444414
599.9999999999999,0.011823259259259228
609.9999999999999,0.011888222222222189
619.9999999999999,0.012213037037037003
629.9999999999999,0.012277999999999966
639.9999999999999,0.012602814814814779
649.9999999999999,0.012667777777777743
659.9999999999999,0.012992592592592556
669.9999999999999,0.013057555555555517
679.9999999999999,0.013382370370370333
689.9999999999999,0.013447333333333294
699.9999999999999,0.013772148148148108
709.9999999999999,0.013837111111111071
719.9999999999999,0.014161925925925883
729.9999999999999,0.014226888888888845
739.9999999999999,0.01455170370370366
749.9999999999999,0.014616666666666622
759.9999999999999,0.014941481481481434
769.9999999999999,0.015006444444444399
779.9999999999999,0.015331259259259211
789.9999999999999,0.015396222222222174
799.9999999999999,0.015721037037036985
809.9999999999999,0.015785999999999946
819.9999999999999,0.016110814814814762
829.9999999999999,0.016175777777777726
839.9999999999999,0.01650059259259254
849.9999999999999,0.0165655555555555
859.9999999999999,0.016890370370370313
869.9999999999999,0.016955333333333274
879.9999999999999,0.017280148148148086
889.9999999999999,0.01734511111111105
899.9999999999999,0.017669925925925863
909.9999999999999,0.017734888888888828
919.9999999999999,0.01805970370370364
929.9999999999999,0.0181246666666666
939.9999999999999,0.018449481481481414
949.9999999999999,0.018514444444444375
959.9999999999999,0.018839259259259188
969.9999999999999,0.01890422222222215
979.9999999999999,0.01922903703703696
989.9999999999999,0.019293999999999926
999.9999999999999,0.01961881481481474
1009.9999999999999,0.019683777777777703
1019.9999999999999,0.020008592592592515
1029.9999999999998,0.020073555555555476
1039.9999999999998,0.02039837037037029
1049.9999999999998,0.02046333333333325
1059.9999999999998,0.020788148148148063
1069.9999999999998,0.020853111111111024
1079.9999999999998,0.02117792592592584
1089.9999999999998,0.0212428888888888
1099.9999999999998,0.021567703703703617
1109.9999999999998,0.021632666666666578
1119.9999999999998,0.02195748148148139
1129.9999999999998,0.02202244444444435
1139.9999999999998,0.022347259259259164
1149.9999999999998,0.022412222222222125
1159.9999999999998,0.02273703703703694
1169.9999999999998,0.022801999999999902
1179.9999999999998,0.023126814814814715
1189.9999999999998,0.02319177777777768
1199.9999999999998,0.023516592592592492
1209.9999999999998,0.023581555555555453
1219.9999999999998,0.023906370370370265
1229.9999999999998,0.023971333333333227
1239.9999999999998,0.02429614814814804
1249.9999999999998,0.024361111111111004
1259.9999999999998,0.024685925925925813
1269.9999999999998,0.02475088888888878
1279.9999999999998,0.02507570370370359
1289.9999999999998,0.025140666666666554
1299.9999999999998,0.025465481481481367
1309.9999999999998,0.025530444444444328
1319.9999999999998,0.02585525925925914
1329.9999999999998,0.0259202222222221
1339.9999999999998,0.026245037037036914
