Point in Time[s],State of Active Resource[]
0.0,0
721.850999999,1
721.851,0
722.850999999,1
722.851,0
723.850999999,1
723.851,0
724.850999999,1
724.851,0
725.850999999,1
725.851,0
726.850999999,1
726.851,0
727.850999999,1
727.851,0
728.850999999,1
728.851,0
729.850999999,1
729.851,0
730.850999999,1
730.851,0
731.850999999,1
731.851,0
732.850999999,1
732.851,0
733.850999999,1
733.851,0
734.850999999,1
734.851,0
735.850999999,1
735.851,0
736.850999999,1
736.851,0
737.850999999,1
737.851,0
738.850999999,1
738.851,0
739.850999999,1
739.851,0
740.850999999,1
740.851,0
741.850999999,1
741.851,0
742.850999999,1
742.851,0
743.850999999,1
743.851,0
744.850999999,1
744.851,0
745.850999999,1
745.851,0
746.850999999,1
746.851,0
747.850999999,1
747.851,0
748.850999999,1
748.851,0
749.850999999,1
749.851,0
750.850999999,1
750.851,0
751.850999999,1
751.851,0
752.850999999,1
752.851,0
753.850999999,1
753.851,0
754.850999999,1
754.851,0
755.850999999,1
755.851,0
756.850999999,1
756.851,0
757.850999999,1
757.851,0
758.850999999,1
758.851,0
759.850999999,1
759.851,0
760.850999999,1
760.851,0
761.850999999,1
761.851,0
762.850999999,1
762.851,0
763.850999999,1
763.851,0
764.850999999,1
764.851,0
765.850999999,1
765.851,0
766.850999999,1
766.851,0
767.850999999,1
767.851,0
768.850999999,1
768.851,0
769.850999999,1
769.851,0
770.850999999,1
770.851,0
771.850999999,1
771.851,0
772.850999999,1
772.851,0
773.850999999,1
773.851,0
774.850999999,1
774.851,0
775.850999999,1
775.851,0
776.850999999,1
776.851,0
777.850999999,1
777.851,0
778.850999999,1
778.851,0
779.850999999,1
779.851,0
780.000000001,1
780.200149552,0
780.712943504,1
781.31339216,0
781.850999999,1
781.851,0
782.058,1
782.926649055,0
783.058,1
783.926649055,0
784.058,1
784.926649055,0
785.058,1
785.926649055,0
786.058,1
786.926649055,0
787.058,1
787.926649055,0
788.058,1
788.926649055,0
789.058,1
789.926649055,0
790.058,1
790.926649055,0
791.058,1
791.926649055,0
792.058,1
792.926649055,0
793.058,1
793.926649055,0
794.058,1
794.926649055,0
795.058,1
795.926649055,0
796.058,1
796.926649055,0
797.058,1
797.926649055,0
798.058,1
798.926649055,0
799.058,1
799.926649055,0
800.058,1
800.926649055,0
801.058,1
801.926649055,0
802.058,1
802.926649055,0
803.058,1
803.926649055,0
804.058,1
804.926649055,0
805.058,1
805.926649055,0
806.058,1
806.926649055,0
807.058,1
807.926649055,0
808.058,1
808.926649055,0
809.058,1
809.926649055,0
810.058,1
810.926649055,0
811.058,1
811.926649055,0
812.058,1
812.926649055,0
813.058,1
813.926649055,0
814.058,1
814.926649055,0
815.058,1
815.926649055,0
816.058,1
816.926649055,0
817.058,1
817.926649055,0
818.058,1
818.926649055,0
819.058,1
819.926649055,0
820.058,1
820.926649055,0
821.058,1
821.926649055,0
822.058,1
822.926649055,0
823.058,1
823.926649055,0
824.058,1
824.926649055,0
825.058,1
825.926649055,0
826.058,1
826.926649055,0
827.058,1
827.926649055,0
828.058,1
828.926649055,0
829.058,1
829.926649055,0
830.058,1
830.926649055,0
831.058,1
831.926649055,0
832.058,1
832.926649055,0
833.058,1
833.926649055,0
834.058,1
834.926649055,0
835.058,1
835.926649055,0
836.058,1
836.926649055,0
837.058,1
837.926649055,0
838.058,1
838.926649055,0
839.058,1
839.926649055,0
840.058,1
840.926649055,0
841.058,1
841.926649055,0
842.058,1
842.926649055,0
843.058,1
843.926649055,0
844.058,1
844.926649055,0
845.058,1
845.926649055,0
846.058,1
846.926649055,0
847.058,1
847.926649055,0
848.058,1
848.926649055,0
849.058,1
849.926649055,0
850.058,1
850.926649055,0
851.058,1
851.926649055,0
852.058,1
852.926649055,0
853.058,1
853.926649055,0
854.058,1
854.926649055,0
855.058,1
855.926649055,0
856.058,1
856.926649055,0
